Number of true negative reads: 1857.

id	correct_species_taxid	correct_genus_taxid	script_species_taxid	script_genus_taxid
b90bac4f-8582-a339-36dd-f87d6b1c331a	-	-	*	*
4b494aa0-3261-9a44-fc3f-24f4bba6c0d8	-	-	*	*
1ddefcc7-e236-620d-1475-dc733d3ae03a	-	-	*	*
a81d29e1-f2f5-e46f-4ba1-b6fbd35840b7	-	-	*	*
f2907ea7-4e0f-3549-659f-3a57a0454ec8	-	-	*	*
81f9d936-f89e-2f47-1550-27d267acc504	-	-	*	*
703a1e93-43bd-6fd0-03ad-64d2d7e0c20d	-	-	*	*
0f6d68e9-4a56-fae5-3472-22b9ca53b39f	-	-	*	*
60b95af3-8106-a03e-5448-45e8c0a9a545	-	-	*	*
e8fc5157-e4d0-3915-9411-65cf482998d5	-	-	*	*
39690e47-5e1b-ee14-0919-53e17ad68d39	-	-	*	*
d640d12d-5bce-b1ef-9128-9ba94ed1b56c	-	-	*	*
38797159-ff45-29ae-4fea-ada635bf1c14	-	-	*	*
599236bd-3af6-0e79-1c5c-b0de39d41114	-	-	*	*
238e9a9a-a56b-467b-0cce-3c0fd2b28e22	-	-	*	*
e68e8b51-2d70-e275-14b2-c540e680433f	-	-	*	*
bcfd5f58-784e-1e7a-f2ad-86838716c7c6	-	-	*	*
fdd105d0-fc92-e051-35f8-7ef4675d4def	-	-	*	*
4ff658c6-6881-d1f7-2336-4d6b446dbeff	-	-	*	*
9169da05-00bf-2d7c-b23f-c38fac7344f5	-	-	*	*
9b0f53d1-b594-da3f-9c7f-52e4e0655b19	-	-	*	*
63b1c71e-b54c-8a8e-3946-2f15efcf0bef	-	-	*	*
5563cc69-bdb2-05b9-0d7a-02a691be7636	-	-	*	*
730d9c27-9d3f-12ae-1e53-b00bbf9f9c83	-	-	*	*
2921e7da-d17a-a1f7-d983-5684dbbbee5e	-	-	*	*
a95d1ed6-a7b9-2743-d663-7fd6eb1f0922	-	-	*	*
5f480382-16e1-687d-2b12-5954b8e314e4	-	-	*	*
086164b5-671f-c0fb-ff2c-4cca9a943c11	-	-	*	*
09442da5-052f-26ea-432f-7dae32ec831c	-	-	*	*
5c8a34b4-4225-e0b2-0caa-d5a589daa17e	-	-	*	*
28d54745-c01c-2894-8809-fcdcb526703b	-	-	*	*
8a5fe125-8fc2-b04d-65ae-72d39229f784	-	-	*	*
e7d93231-22d7-f4a2-68a2-65f344f712d5	-	-	*	*
a26cf159-dfc7-d55b-efab-00b4aa81f93b	-	-	*	*
9d0fd6ea-22ad-8565-b59c-662c368f1542	-	-	*	*
743b73d5-6f3e-6f41-22ab-c83c3996eb37	-	-	*	*
1ebd6b4f-397f-dba3-38d3-7f82543c710b	-	-	*	*
114b9ce4-5ded-6378-93f4-6ed4ae297048	-	-	*	*
bd5f964f-bc9e-dff1-f6ee-d670e558e607	-	-	*	*
574083e3-fec8-ae1d-b244-237b10b94ee6	-	-	*	*
abc64a78-3a2b-3862-9dfe-33d9fdc26815	-	-	*	*
27d04d2c-cd51-bf3f-5b07-01df0b2e0d8d	-	-	*	*
47c40cf6-00f3-6511-4b96-6de8ded799ae	-	-	*	*
3c83ef05-ce04-4038-8b53-6c3479f7b851	-	-	*	*
3355fd30-b113-eef6-37cb-4375a2a78c9d	-	-	*	*
4a6974e6-ccf9-d7f4-91f7-612f081fcb93	-	-	*	*
73b3bd01-59c8-03b8-9e56-8adb1fa2e9f8	-	-	*	*
ecd8c13f-0185-c8aa-7d0e-07efc43b434f	-	-	*	*
3510d25f-825a-96d6-eb9c-0e293e93e3e0	-	-	*	*
f2b574b4-61f6-6ddc-f878-e1fa40717698	-	-	*	*
