Number of true positive reads: 38490.

id	correct_species_taxid	kraken_species_taxid
631e8095-da9e-7b09-cd18-345440454209	1423	1423
14536e4b-6867-762a-5bea-16bdb592e672	1423	1423
8d5c9253-f368-3531-5613-fef4788d9b43	562	562
9926a8c3-e886-3ccf-9e9c-fa4f2530e85b	1351	1351
ef968cc3-7085-7f1e-659d-b95f2e6e68c2	1423	1423
24b5eff8-02a9-c636-5200-da4256847462	1351	1351
5799de20-eed1-a841-b42f-226290341564	1280	1280
61525691-a4c4-a71f-2151-01373b9ebc50	287	287
255a343e-eee7-3d58-fd9a-1b3abccf4bca	28901	28901
e46a0201-d025-9209-bc8f-06dd317b1051	562	562
968c64fe-ffe6-5407-ba91-a7ec8ba83e4b	1351	1351
71002391-bc7e-b864-6e26-119f0e8831a1	1351	1351
a2dfbb6d-2e55-061b-cd2c-4803829890a3	1423	1423
e74e43bc-cafc-cc6a-a803-f760cef840b4	1280	1280
67083d0a-5f2b-eadc-21f1-ea69d31d87a8	287	287
d7901aaa-7f5a-63fa-cc2e-80042c5a8ddb	1639	1639
bc9c79c7-019a-1cec-2ea8-8f04c521431b	287	287
6362276c-0fe0-cd08-1548-79aba7e7f002	1613	1613
8b37fb5c-ee00-4eb5-c28d-6e2a9c6c16b5	1280	1280
ec1d8dd5-f594-1298-7bff-21daba4b46b0	1351	1351
0e26c9f2-5f8e-6ec0-a881-44d8189709dd	28901	28901
487a7e76-e6c9-02cf-4316-a831f47c0e8a	562	562
bff9a451-1011-9d0f-f09d-0df66fc4f2a1	1280	1280
79938356-4d0d-49b3-d956-94461466a712	1351	1351
b7ee8874-57e6-f9cd-5ae9-c2f664c2a2d5	1351	1351
e967cacf-8918-b5f4-2929-f280508410f5	287	287
a50bf441-5784-8f27-1bb7-1d78f2170372	287	287
9c0c2132-8eda-c445-3f5c-a3e9887d5ec0	562	562
e93f90f3-0e56-9979-557b-4d8f58cb75df	1280	1280
6711981c-800d-7865-2ff5-1c7fa2abf23d	1423	1423
d2c527ef-2ee8-5867-3586-b6a7b8737588	1423	1423
d7c23eae-29bb-6321-8479-0487ff60d731	1639	1639
73a4d132-0d1c-c14d-6ad4-753412063e4b	1639	1639
90d56c93-590e-3c10-8c0f-c56b51b2f98b	1613	1613
d82d0be3-36df-43e8-e2d1-c9777927cbe0	28901	28901
40aa0483-f5e1-2229-11d6-2be2c16772b3	28901	28901
e1a8ed15-e436-02b4-e70b-cb664a105876	1351	1351
96297b07-189a-4bc2-ca64-199a45f89e5b	1280	1280
a1f6afcc-ef46-9d84-ce08-5ed5248d3b70	287	287
e104c0fd-f311-4fd9-2438-51dbaf6c3800	1280	1280
6e1c3c41-5cc4-352b-a893-bc211cb24844	562	562
9d4f6f8b-a5e4-90a2-60dd-4396fa458178	28901	28901
5590d80d-efad-4c1c-7d9d-f416743529a1	287	287
d00aaf78-1618-abdd-da81-0d9170084ecb	1351	1351
13a17510-f2d7-a12b-f4ab-6e55c2df3841	1639	1639
9eaffa98-1c8c-70ff-49a9-335fefcff827	1280	1280
c329be7a-269e-b08f-ccba-131de42e4fa4	1613	1613
227ac8e0-5765-56e1-1508-125072dca609	562	562
cf111108-9d99-8661-b72f-3ba4602bbdc2	1423	1423
f3a3d269-70c6-11a7-dcd1-600865de14a8	1351	1351
9e6a07d6-c501-aa3c-c4b2-b1735ced3860	1423	1423
518acd98-4e5a-abe2-3a81-ef77d3346c4f	287	287
872b6e74-77cf-0219-57f4-f00949af9b44	287	287
00ec8278-84b3-b607-01c6-a534f4bb07cf	287	287
a281dc93-075a-d2fc-eb43-a7e4e183a2c3	1639	1639
9b9540c3-4846-4ae2-4437-ab179c3a021c	1423	1423
6903e2f7-c778-17ce-899d-3c27cece1896	1423	1423
50539762-459b-f66b-654c-85eb63ef2465	1423	1423
523f3740-dc72-e765-b46d-539ec9e117e3	1280	1280
dbb5a654-20d9-406d-f6ea-c3fbddf675c8	28901	28901
915c985f-cf54-2d36-2e07-ff18b3b33d2f	1423	1423
b16a7020-3e52-dee7-f275-8d3eac14213c	562	562
1e6d02f5-0aa5-774f-b676-0d225f3b45cb	1639	1639
6c464b36-c8d9-a368-b0fc-fde964222455	1351	1351
b2e79f07-c74b-5099-5066-605418d62dca	1613	1613
8f6d7e24-7a3d-ad32-b2dc-12bec9e0e50b	1423	1423
f9e8e96d-ba94-791e-bc65-525618c4d751	1351	1351
8ff8f22e-1e70-4834-9c7c-f5eeca45c232	28901	28901
d6aa9596-35d8-762e-620e-a43e7ba509ce	287	287
00a57f60-28cb-5d9c-69c7-e59036b5b34b	1423	1423
2aab5e8b-7cee-be5a-2d66-56a16caf5099	28901	28901
4b65fd9e-aeef-1b64-29d8-4020dd12f498	1280	1280
88dc2f16-477d-bf04-4080-39d3402c8ce6	1423	1423
e28f5553-d098-a6a2-7421-c9e82a98ad2f	1423	1423
971289a7-54ce-a52e-421c-be1c5e86db69	1613	1613
6cf4525d-094b-2c20-1c85-b224d5bd53dc	1280	1280
ed15d5d1-f597-254a-200c-5a733e797a1a	1280	1280
9f513eee-a103-ed8a-086b-c549b5f197b4	562	562
4059609c-68af-1d96-83bc-d1c1431d28e4	287	287
126ef34f-ff8f-7209-b426-3a48bc6a17de	287	287
4f037b0e-24a0-d4ac-8371-ad503666546f	1351	1351
ad675e68-e19a-43d5-72ac-7a725864ed55	287	287
bcf81b0d-092a-f616-1b63-9606621244f9	1423	1423
ee516b9f-9efa-25fe-b9e3-7875bdb589bf	28901	28901
66bcb75c-c6d3-d9b4-f1fd-71eca01dab01	287	287
bbff4712-d8aa-89d6-a4d8-a71afe9fc0b3	287	287
edddba45-62b9-e3a6-d81a-bfc7e69bbdef	28901	28901
401d16b8-c78f-c213-47e6-7c946213d10e	1280	1280
43987655-50d1-8044-d8e4-0dbdbe138baf	1423	1423
43a5b19c-5bd6-508c-b11d-2bf99457d12e	562	562
deb6f86a-3d40-0577-2cb2-f600a87aa132	287	287
3924e23c-af1f-2229-e544-708a789bad74	1423	1423
6bbbb4dc-4e8f-e0ff-5b69-294d91d19a35	562	562
7b4be55e-ee1d-a3e1-5b7c-20d02383052b	1423	1423
fdf4d208-c361-d08e-3792-b24d8613aaac	287	287
013ef6fd-fce0-f525-452f-a491acf90380	1613	1613
ccdaeae3-1e19-371d-8e96-3bf4da3d4351	28901	28901
f6580b97-a906-28d3-32e7-18dae1886ea0	562	562
d6da764f-96e7-3030-af60-37ec01ad93da	1280	1280
82e21b09-f593-128a-d8bc-2d152a2f2d36	28901	28901
02fa7adc-15a9-f65a-cf74-1368c558cff5	28901	28901
7ac5935c-cf56-381a-6e57-09243b140261	562	562
034e889e-123d-60f1-1740-2bdfd878a3cc	1423	1423
f3742ecd-82ee-9769-d8dc-3efa428fd48a	287	287
d7d1cdca-9c6c-427b-6f0c-0f6f3dbdb94c	1423	1423
40865785-20d3-05bc-5f76-37341e5abc45	1423	1423
60a2ade7-0493-c377-4bea-1a6f349f29a8	287	287
7b78c3c5-961b-02e0-d699-bdff12430584	287	287
1bac7cf4-6107-2af3-73c3-5b8bf9fa2ef8	287	287
f1ddba4b-4332-569b-3d1e-f885d089cccf	1613	1613
d8a559c5-fffd-89d6-5636-0699697f81de	1423	1423
d249942c-63d0-22a3-e947-385047367944	1639	1639
b901ac18-2886-342b-2a0f-de60231fa615	1613	1613
ecfca0fc-1c24-6c91-5d7a-49ee0311496b	1639	1639
269a5de5-0868-0332-061e-4d2198c25f3a	1423	1423
20516c27-db83-c92a-4ac9-3612fd03bf8f	287	287
da434417-4b87-91c9-b987-baaa355dadfb	1351	1351
be3ef67b-b837-cd82-ae55-98694cf6b78a	28901	28901
121dcdef-5f98-f114-427a-e7d1a0b722fd	1639	1639
4531a162-2ec8-44ab-6889-bce7c5122362	1639	1639
39064bb8-d9ad-2197-611f-97d484c12d32	562	562
59f64f2d-49ce-4bed-ada8-d324aa27fe2c	1423	1423
15c530e4-d792-bc01-3669-98d2fda58b84	287	287
07b2eb53-20b7-de1d-75b2-915d46657448	1423	1423
df5e2b0e-519d-80d4-4426-a39ab32aaced	28901	28901
e8184960-053e-0ec9-7bab-94ab0a93de15	287	287
d4c9b545-84f2-f33c-6846-4485a2615bc4	28901	28901
bc5cd312-31d4-332d-5e53-fff0073acbc8	287	287
8a285a25-340f-7e57-f925-8fb6a9b37767	287	287
9ecc084a-83aa-4c7d-9171-229cd80334df	562	562
ddd8337d-ab6c-2845-d176-2a7f38a8c7dc	562	562
fb24614f-d821-2b4c-6500-9ae0beb9e78e	28901	28901
0b4f5988-6b03-9569-ef4b-721bca13cc81	287	287
0f13bbc5-d369-c58b-d0f7-8edfd239ae33	562	562
4eefbbde-d9fb-ba05-43c6-742a9bf9d70b	562	562
40c04083-552e-f512-3b27-f2bf67481017	1351	1351
9c76933d-afbe-9243-bfbf-8e609dd6802a	28901	28901
8d088afc-f1ec-03df-8599-9991920daed1	1423	1423
0bb17829-8a28-dd5f-a119-dc8f6107f887	287	287
e2f6caf7-4af7-48c3-5914-228cb238fcbf	1423	1423
c9bbcd7c-e85c-65a9-e588-2e76260cae02	1639	1639
c4a4353a-4fa9-bac1-5c70-fb24143d1ab5	1280	1280
23ae610c-f27e-9213-b0fe-22bbc1366fec	287	287
7d5032db-3f69-64a3-7098-eeeed23f078d	562	562
5a64301d-f4e3-6a52-8c43-755831423dda	28901	28901
3ae1c9e1-6d38-a517-8d53-93226737d4b0	1639	1639
4d58e10a-d96a-3018-18ec-e66697d7ea64	28901	28901
8fba3121-9012-4b19-2147-6ced81526c33	562	562
84af84f6-fb1f-e842-1e79-5da701c1e0eb	28901	28901
37741564-5973-85ab-897d-154996b5d7a0	28901	28901
6bb4612a-e02e-572c-1ffb-0ea53b3c805c	28901	28901
ce8a2e22-d05e-d0e4-4ef2-5f8dfb4e3331	287	287
4322399f-b5f5-59a8-ad62-b556a998fe6b	287	287
97bcac22-8a22-6de4-b4a7-6da1223a641c	28901	28901
dd9e0232-39e9-0e69-8966-4b0a0b146bb9	287	287
c1595d0e-4bec-2049-284a-f693ac836ed1	1613	1613
2ea74d5a-8b97-39a4-31f3-3ce4ab8be245	1280	1280
a682481f-2646-002b-e915-22f29103f438	1351	1351
89829777-a5c2-564d-2556-bb7396d1e764	287	287
69e41f82-ebcb-3cf3-bb69-1281ad3398b7	1351	1351
2f4703f4-a4a6-0894-ac68-c07f396fc5dc	1613	1613
e67638cb-bd17-c157-01b6-108b72903b49	28901	28901
5a75656d-2a33-1de5-d807-6678ba0d10e2	1639	1639
8275df1e-0b3b-e765-3e55-74efdc5b317b	1613	1613
33650f90-74d5-544d-7546-5441645375cd	28901	28901
4f4d9234-5a85-ccfc-7e30-88b59688675e	1280	1280
3cf2a772-96a7-40ad-6c47-96f2e1a44493	28901	28901
06f791f4-cbd5-f3ce-7806-827a9c5d9f6e	1280	1280
3a5c7327-63e5-1554-8790-63a327a1c937	1280	1280
6b6d6ba7-29a9-26c4-731b-dc09a8d11a2f	1423	1423
64c3869e-be6a-a4d8-b24a-214ddb62564a	1639	1639
2e8f9657-e982-4a9c-0a2c-f812f7c6c09b	28901	28901
3168b325-9362-f297-9ab5-0b8f2d9548f9	287	287
1029aefd-e64c-e3bc-e5bf-172f19421458	1423	1423
834457af-94a4-0777-2c92-8023471ccb44	1351	1351
23844a03-fcff-36f4-17f2-8e17368e5e21	1351	1351
d0986cad-92ef-b9b9-5d79-5914fa52592d	1423	1423
3aee75a5-69c4-d8cf-2e52-823ec4bf2b8d	287	287
5b2914b8-123c-6cbd-f80d-4ece0d2270dd	562	562
bfb82e44-2c77-77a7-ea1b-fd5d36a66fec	562	562
537eb10d-8583-c45f-a976-b64734ea783d	287	287
1c190b22-a9b5-3867-c8f6-f477d2e878c5	28901	28901
6acd5341-fd86-5704-9ca5-af6ec6277a83	28901	28901
e3732ba4-c670-6217-f2b5-c5907a5e0ab3	28901	28901
ee1a96ed-1503-d88e-5bfe-d1f2b6a6b72a	562	562
e2d0b157-8ea8-849b-1d51-34386b2d0e04	287	287
cc18a683-c386-cf46-dc74-42ba8436c29d	28901	28901
d808b05d-0d25-c1ba-617b-d11d62112ea9	1423	1423
f5c16011-5844-1755-e9c8-7e983ba4f226	287	287
c6ea6204-0e27-0cdf-a5c6-607d6ecd8539	1351	1351
e879dca3-48e7-1100-cbc0-a1a619c1d46d	1639	1639
27e946dd-3b6b-477a-4a71-edc3b833618c	287	287
0d45b21c-71bc-d257-e6a6-c2793768cb33	1639	1639
e873c02f-0633-40f4-54ea-8734677ce3a5	1351	1351
0c21c7e3-0269-0d7e-f38b-3f98d1ade8c6	287	287
ab14a12d-c8d4-79d1-ef46-25fe98eee665	1613	1613
4eb6e850-3c5d-3ca8-6e11-a0f839f2422e	1423	1423
6973b88f-a6f0-95c2-c500-a92fa0d00e7e	1639	1639
6c7ea4ae-3b5f-3d4e-06de-8380c3e42cf2	1423	1423
19ecb709-97e3-e77a-db61-c4c81522a2b3	1613	1613
9a361ad1-9ddd-53ce-2d52-dc126674de06	562	562
b6bdc996-1c3c-42bc-8fa7-ffdf34fcd4f3	562	562
b5b688d7-793e-b5ae-031d-25f2fc587f53	1423	1423
088923f0-aecf-c0e3-7864-b2053fa7f5ec	1639	1639
b14ae8fb-7d3b-4ef3-9888-128cb3629749	287	287
edc8c3b9-7537-7640-16f6-e626e0dafa0b	1280	1280
cdc684da-1d74-c075-3306-5db94dcdba50	28901	28901
32fbdd38-cab5-1f79-4273-89a7f19a7ff7	287	287
60c3fc9a-cfd6-bb6c-ab2b-bb905798230e	287	287
a79e7954-22d2-c741-bbbd-558c2876d500	287	287
1f0f3c6d-ae14-71be-51ec-2b1a3c946066	562	562
9b9c1413-35de-2e72-b060-2707bb3852db	1423	1423
922e352d-6254-0ebf-89b9-e6d49eb65b77	1351	1351
4ad04c9d-ece2-2e7f-dade-fa7d061fa834	1423	1423
229093dd-9d7e-c130-3689-fe040373e1d3	287	287
3e2f161d-63a6-3c9d-ab20-ea62bf7a8cfc	1423	1423
3589bcc7-122c-f1ce-cbe6-7949a351216a	287	287
c3824306-f9fb-5420-1730-4041c1f284f2	1613	1613
f05c99ae-5288-c8a1-04dd-ceaf9635e04f	1613	1613
753ffbea-8fb2-21f3-8a5e-4c81924a39e1	1423	1423
d4351dc5-9a33-fc6a-2943-f91adaa8bb8a	1639	1639
a0c669cd-85ad-dd1e-f579-a2d0922a02aa	1423	1423
cd11f1e5-426c-8266-3657-e935dd5207f7	562	562
27649ec0-4016-436e-cd37-5fc359b7983c	1423	1423
05f9d732-b840-d754-66c9-be9fbcded340	562	562
2a6aecaf-bb97-7049-faa7-d63109d805f8	287	287
2bfeb3d8-7308-1828-4cf8-6e66d0ffc716	562	562
0c4e3b8a-b021-37c8-f5a5-432dddd9a114	287	287
e6e7b73f-6864-d6cd-a8d9-6f1651c660fe	287	287
785e2c84-60c5-dab4-7546-b0b9309de6bd	1613	1613
a66fa7b7-02cf-9f56-7789-6f1c5f7f7dcf	287	287
2c00285a-5533-50e8-3b80-c06826be35ee	28901	28901
02d6ef3e-ebbe-d7a4-918a-2d163c9bdc0b	287	287
dacda41c-830a-9c5d-6d81-3d2fb8c6cced	1351	1351
8eefba05-8fae-fe33-9815-0cdcfef51f6a	28901	28901
acb10675-aebb-35bf-3691-2ed43e9cc0b2	1280	1280
a4ceff28-7480-9a29-b56f-1983dcaae595	287	287
6478ae0f-5429-6c68-bcbb-73e8f848909e	28901	28901
a0a99d0a-4119-5e4f-83c8-e68bdca996ca	287	287
fe17fc86-72d5-43db-b2e2-cfe8ee1eba3f	1639	1639
1511feaa-81fd-703e-0431-ef5fc683763d	28901	28901
27e9f635-b588-20a2-d53c-62d54f26103c	1639	1639
d7b05272-302c-792b-afc6-f24c3e8f1654	1639	1639
4c6d3bf2-0e3a-a298-3254-88530c576da7	1280	1280
dd20cf71-971d-9cde-9345-1599200c69fb	287	287
f0a0e307-508b-2e7f-df57-97fcf30f39d3	287	287
e253ba77-8dbc-0b1d-9fe9-d22348718f0c	562	562
2d407909-224c-ae56-db99-9ec97bf1cd0c	1639	1639
eadef229-bd93-7f2f-b96f-e70b5d34af99	1423	1423
efa1774a-5987-fcc5-f56b-668e4f7eb32d	287	287
6945890d-5e8c-d66d-6668-a3827e95df3c	562	562
f019609e-1d4b-2b67-871e-52141400f0dd	287	287
ae28408b-dc69-633e-8961-f103134fac86	562	562
f4627320-3220-550b-d989-cee7ed283e8e	1280	1280
e157d798-2602-3558-0a40-523338f9e337	562	562
33ee2f14-afe2-a7ad-bd6c-92d9b6a419a5	28901	28901
08936f73-d2ba-8ecd-4de6-deadebe8bbf2	1613	1613
0f34a0f1-88a2-e7fb-ff36-d7233d282603	28901	28901
c6b54ba4-d511-7d24-c8cc-90c0a76e36a5	562	562
fd68cdd3-c0f3-33a7-efe3-bae0cfd92505	28901	28901
9b2826db-df18-fb5e-fe8f-e80b35dd851d	28901	28901
9e6ec673-b505-7851-f3d0-7cf9146ab129	28901	28901
1d9fd04c-000a-607f-1c68-49d7a5006a28	287	287
1dcf6b16-dcd1-2716-5285-12ad1eeff180	1639	1639
5cad3314-ba2e-300c-0719-058b8340ef59	1351	1351
1ae58e85-14ad-5f0a-d38e-9d92dfe828b7	562	562
a4e4741a-5679-6f86-46a6-e380cc0156c4	1639	1639
2d82c32e-34a9-47b3-0d92-43912fcb11c0	1639	1639
d9df0124-2b63-6e68-03f4-bff5d85cc22e	28901	28901
3813ffa8-817a-a3af-c1c9-1db4fc8e2623	1423	1423
72f5dc1a-f43d-15b1-2cb8-fc2e8e57af01	287	287
15799ecb-214c-ac0b-2b41-c05a6fabcecf	1613	1613
c96ea70b-e50d-5a0b-e150-077206256e9d	1613	1613
55f3bea2-210d-c63a-4d5d-ea0974121c0d	1423	1423
98ce8e8c-1e31-dc10-5f50-c3f0c5998561	1423	1423
c7a44016-65a1-b87a-10f3-dc0d87071826	287	287
4ef429b5-0450-38f5-7d72-6d418053dfd4	1639	1639
a187f9a5-e397-b9e5-4fbc-768eb8bfc285	28901	28901
777ee455-ef93-75c3-e0e2-f9d12f99cc06	28901	28901
d17e0fc8-c029-ce72-c452-6b228d77af8b	1351	1351
b68ea2d9-5744-ac1d-5a99-31e63a7e6348	1351	1351
b547f41b-094f-afbd-1ca9-b2fb6c75f5f6	562	562
2e3d1256-4df2-9706-324e-bcf167ce6395	562	562
08eb46d5-63e1-993e-0d64-9df00bc773ed	287	287
0716d54a-5315-4e17-7f1b-ece797c4c1bb	28901	28901
c3400a24-26ea-62bf-e209-546bd9c0e0aa	1639	1639
880fc497-ba5c-2b06-5559-ff0585e1db8f	287	287
a7ad2460-0a49-9322-beec-b2c9f2e01759	1423	1423
debf5fc1-efe7-bd1c-54cd-4d5f7e33f1a6	1351	1351
51a28d58-be69-60bf-74c2-6b6eb2df4948	1639	1639
35fccbf2-8f21-4469-9cec-85b72f2f35ff	28901	28901
a6db0169-9704-b4a7-21db-d2e6464d2e81	562	562
e8b31f92-13fd-ae1d-9b17-2c5bcd4b6edb	1351	1351
d3b5e64c-d2f4-1957-a34e-3aadde2088ea	28901	28901
fa2de8df-7de1-8bf3-bb00-7b8169468ec4	1639	1639
e01af756-4c5d-bfe5-257e-6dc107eddcba	1613	1613
aff1d816-01d4-0d94-5ba1-e4c51a03ff29	287	287
8eea272b-8533-fc46-8192-3442c99d4f3a	1639	1639
a98dcae4-e938-f340-d06a-3d94c0dd2897	1280	1280
400de9ed-91f7-e099-4684-696a49600207	28901	28901
a08a7698-3b97-2897-2b4a-ac2df02b66b8	562	562
42d211e7-5515-aedc-9266-35e25d508a78	1351	1351
f36f5d6c-55c7-7f9d-e3a1-3728396f8847	28901	28901
34405ae5-66b7-7bc0-1cde-77c5af793f88	287	287
5fc863c9-1acd-051f-4aad-8dd9676337f1	1613	1613
46d268bd-495a-136f-29df-0f7405fc6d51	28901	28901
a1a86f61-d894-10b1-fd5c-b0f953727552	1613	1613
10c630d6-556c-9adb-348d-b111c5c4880d	1613	1613
7059eea7-a213-3280-884b-43adc83cd3a4	1613	1613
1d9cb388-971d-f137-c9e0-7742ab58d03e	1613	1613
6eef442f-cc7b-ebe6-8e22-b6edcc0f3c58	562	562
5496e447-fb79-bb1a-8e34-72e7904de010	287	287
f49d706c-1674-280a-008b-a8e2d9d2c8fe	28901	28901
2e30e0c8-0f23-89ee-ae8b-ca0bf73ed689	287	287
0a50c282-6127-2891-4d46-06bb4cb63b9b	1280	1280
14fb2f78-ffc6-cf4c-a3fa-e54fd12d17be	287	287
a44f1999-d633-7914-c280-ad47e4e82332	1351	1351
e6bfd73b-e40f-b637-c179-20db374e049e	28901	28901
871ba26f-44d6-10cc-237b-ca40cc512447	287	287
2e95b2fd-d60f-cc80-5346-10664e24b742	1351	1351
0f9db5ab-c4f1-9b93-785e-3da3df1d539b	1280	1280
dfc64b48-61da-699d-5356-aff68c05df40	1351	1351
8087dbeb-b1b1-cfc9-2283-62c299a942c9	562	562
8b95cb64-1f36-33cc-56af-817797d5a414	287	287
8281d1c5-0bb8-4d01-c1ba-15cc8ac4c09d	287	287
5eb4dc22-c223-8a89-2a75-cc28fe31683d	1639	1639
0215532a-0f11-7da1-cb6a-0b931259c369	28901	28901
52fc8de2-aad3-ca6b-f574-089747d40369	28901	28901
2e1d9ed7-4464-a645-a28d-fd9a245f3dc4	287	287
7cf0a939-fa0d-bf28-dc6c-424669d105b7	28901	28901
30c37c3b-3e8e-67d4-79ed-55409516b0fc	28901	28901
bdd11c43-d42f-12db-c50f-aa4187338d31	1280	1280
90c0067f-398b-907c-9bc0-26ecd2293f69	28901	28901
0f0b385b-763d-39a7-9581-f40bc7185b81	287	287
2668fbd0-0d56-6212-2ca5-2463a9c9c2df	1613	1613
b02555c7-9e30-9f10-1e64-0e31fdc0c599	287	287
5243a95f-e620-8a82-d8ba-16ac12896cea	562	562
163193d1-61e0-741e-7234-eb8403964d7d	287	287
3f724b2d-dbc5-e6f8-d3a5-c496bf5dab74	1280	1280
ba3f0488-ebda-3d7f-bad5-e39a830c931e	28901	28901
d9c3d45e-8d37-20aa-1c1a-f9d2f08af9fc	562	562
02d4ff19-bde1-25c1-69b9-ee2831dcdf35	1613	1613
f1c90175-da83-470d-3fad-cccf1ae02def	28901	28901
27c95d74-8858-49f6-d0be-fc47aaf94705	1639	1639
431e52fa-ea5a-137a-647d-5072232fdefa	1280	1280
18e46a37-ea0c-03bf-4e3f-666e24b8c27b	287	287
036cb8a9-d2a2-5c87-9294-a42225e6f2f8	1423	1423
f6a226a2-0d3f-c359-9a77-244168ba5432	287	287
95b3cadc-b334-fd8c-95af-b5f98396cff7	562	562
f64556fb-abac-ddc7-2f88-e2b31cd84bb1	28901	28901
645a7d0c-419b-11ea-f322-b7b2a8226655	28901	28901
a420e302-25ab-24f4-61ce-20b0073c2cc7	287	287
fa3685b7-3175-0c04-bac1-670be1795198	562	562
5ddde0e9-a7f4-89ac-9f23-1cc6f568e0c6	1351	1351
18700bd0-62c7-4de6-c302-b574a8d3cd97	562	562
be7298b9-bfe3-1e62-12cc-15e5d3647516	287	287
4d07ed7d-ec03-1952-8191-f653c6f1d3ca	287	287
11b1ea91-a37b-8cd5-b1e2-ef3893afa462	28901	28901
5ff36fd5-8801-5618-30d8-2d7772f81f1f	28901	28901
9d94cf8b-e225-eb0d-e4bc-d9f33ab9e3f4	1423	1423
647ea46d-f04e-ecef-6a8c-03cf57ec809f	287	287
9fd340d4-1a64-1dd8-5b8b-869f042994c3	287	287
acab3998-a0ea-7c25-b5c2-b9323b6c5752	562	562
ae73d350-543b-b96c-f8ab-6ca44129b0fd	1423	1423
409adf6f-e17b-9a94-f5ad-f6f15dccf51a	28901	28901
a5604cf0-0e3c-23a5-ff34-4d963bc4ee17	287	287
9bc8241b-c50f-c030-c9f9-ef8e4e951ba9	1351	1351
22182a34-3672-5410-b7a5-f721bd04c720	287	287
71b49f24-6204-c9a4-e9da-8f30bfb98320	1351	1351
68cb53ed-f9ba-c5d7-0ee0-b750d45aeb5b	562	562
029d5463-53ce-d564-12ee-1b6271c49c8c	1423	1423
28ce8b3e-1bce-1437-54b9-b9f164d9ef28	28901	28901
fdba5b84-e145-3a6b-46c8-0f0fc8a41602	287	287
0ee47471-e24a-24c0-92ca-0d45ba7c4892	562	562
ed6da0ac-aabd-48c3-6604-59aeff208e82	1351	1351
df27d668-4196-b9ce-5ea3-76d1c3bdef71	1351	1351
c8686c15-b930-7867-d5bf-005e7779076d	562	562
3418c4f3-1945-caeb-198a-c0834c8e678f	1351	1351
ee33dcf2-c10a-bb4f-39a6-650db4efffa5	562	562
6f50f43a-9855-8cd4-9756-39cbba642a60	562	562
470e66d6-2e7f-9c63-73e7-8cb50f5fdc4d	1280	1280
b5ad441a-dc74-bc2f-1bbf-5ebfb2b7c120	287	287
586c34d9-155b-00c3-ee86-ec3aa25bb913	287	287
bedb0188-ccbb-190b-a3bb-919a33c317dd	1639	1639
d6a8ecef-52b9-f3c0-7589-c29160e4b769	287	287
0ef29b4c-5fa1-194b-26b4-50ea3591de59	28901	28901
f2d36221-9745-3426-ac37-e7ecf67778bf	28901	28901
06faede2-9460-d41a-8d9c-95df883969a8	1351	1351
491ecf09-c77c-57d2-287b-316c99738be4	1639	1639
8ad796bd-0806-511a-3a9b-0ffd49c22237	1423	1423
778f6b99-b07f-6469-9df9-d900e172f99e	28901	28901
18228386-0ddd-b868-405f-2bb6a39e931f	562	562
6b0f163e-4e69-818a-ef21-55a90f68a1d4	1639	1639
02f5d3b8-f889-eff0-a1c5-87bf77dfcc8b	1613	1613
6a6956da-156f-f3ce-6de0-1d67f334f9e6	28901	28901
0eba3ce3-b84d-b33d-8414-eee6c7ef3a3c	1423	1423
0697d3dd-00c8-e104-301a-b057428de6de	287	287
7551f1e0-4a9b-6ed9-8fb1-8fc21efd4445	1613	1613
53157f4a-a2ec-427c-ba8c-9ecc8d089563	1423	1423
8dc59162-5945-3388-ae8d-21ae4019dd76	1639	1639
55b911e2-6e43-4723-94d6-031ee09261bc	28901	28901
c0ae9f5a-82d3-c53d-ff4d-d6e5cdbbeb04	1639	1639
38989087-7d5c-603f-951b-563d6f55b632	1423	1423
41a114c3-7888-7fd1-881e-1d54201a19d0	1351	1351
bbddc2cb-b43b-4010-3c62-765fd9185565	1613	1613
eff3fa6c-6eb0-49eb-7d24-c061ac4edb27	287	287
ead2cf5e-a337-5e6c-ee89-e77f279d9b9e	1639	1639
b7adcfb0-19db-07d9-babe-3f81eda78428	562	562
d3128bdb-a6be-67a1-35c6-87de98d9d2a7	562	562
d1b4c029-f254-9ed0-aabc-dd1ac7efa82c	562	562
8a1f67b8-49da-15c7-e778-869465aefdc7	287	287
2fec4422-90e0-fad0-daab-12861f9b0f6c	287	287
e197e03f-5c4c-ef20-de23-7dc10cb6902e	1423	1423
95e51f9d-d54a-6102-22a7-0dd82cf15b78	28901	28901
88bc413d-6efe-531b-71f6-5aed452486f5	1351	1351
9cd4af7c-a66b-f508-e2e6-a44570a49f01	1423	1423
18fe3489-359d-d286-fff7-0f6cf8b6f7bf	287	287
8d441528-c9b5-b8d8-c4d2-607e198d39f1	1423	1423
6c5bdb4e-351c-1299-357f-78078c4aef5f	287	287
22cfe6d0-a8b9-88b7-1b68-7892bfd9fd43	287	287
09878fec-5c38-5330-2301-0443d2c444b9	1351	1351
4f62df31-652f-0270-4911-4d727117f2ba	1613	1613
9c9cbdae-cff9-ac77-a6e2-a79bc1075624	1613	1613
616cbfa7-cfd7-9120-36c8-0a8e2b320d21	28901	28901
b4710e3f-08c5-1342-2487-3c95c6651b19	1639	1639
a8789a4c-1db5-959d-e45c-0ad99f33303c	28901	28901
fdd9b996-8495-458c-808c-8cb7bd0f8e28	28901	28901
