Number of true positive reads: 38490.

id	correct_species_taxid	kraken_species_taxid
7726cc9e-475c-4977-8817-c8b7e2b312c1	1423	1423
a032ab9b-dc92-8799-f203-f339dfb22bfa	1351	1351
65e26adb-8470-048b-f460-bcfc20cc7168	1639	1639
509a0d8d-2c10-8a1c-9e35-572560895789	287	287
7710b7fb-5d92-b8fb-b3eb-984adc24d6a3	562	562
1b5a581a-20a4-f5f7-1b2a-6406eca57039	287	287
6e22d06a-3648-b364-d077-136c7c60d70a	287	287
f92bc80c-0202-de71-f4a1-a71ed1d1b9a6	1280	1280
0c464cd7-370e-d404-192f-f42377ad576e	1613	1613
fa04011a-8b44-ff9f-9cc5-0bf18c11e036	1351	1351
a9e8526e-fb10-d40f-9b5c-8a6b841f9a99	1613	1613
55d9f82c-8877-fa10-2cc9-54bb690e862d	28901	28901
3933d02b-6744-bc11-e3a7-d0d9d4a0b600	28901	28901
5c6a6e96-8be9-ab9b-e943-f39bc4f6344c	28901	28901
4d6661af-7ba0-de9e-6feb-434b002db524	28901	28901
259fc82c-69c0-71e1-babc-d399415e0a76	28901	28901
3e30a243-13e0-0f89-73e1-6d3de5ee4e10	287	287
e9730c55-1bf1-1404-3f02-06a56e061c6f	1423	1423
d43f69ef-117b-ec1e-1a12-ed2d944c5781	287	287
22ed5446-e64a-2426-d532-0b1cdf69321c	562	562
9948b2e8-9b1c-403c-d349-3dd1f6c5c4e2	28901	28901
4fb894c8-d359-6440-4567-ffd968c1a80b	1423	1423
72ab6930-aa2e-989b-ee4f-0fdb743fcd87	1280	1280
5523f10b-cd09-f37d-5dbe-21cdacab8bc2	28901	28901
a82f69c2-f678-ca03-8118-9b0693b0fc1f	1613	1613
4162be28-3a36-a737-b985-0498e914998c	1351	1351
04437651-e29a-76fe-5f88-b3502277e182	1423	1423
88a73a63-6eee-0f7c-7a11-8e306ab02a38	287	287
b864a762-24aa-ecc7-5dfe-cccdbc25d8d2	28901	28901
d89c79ba-1a3f-aa14-582f-b4bb82b9d695	1351	1351
e25337af-4c1e-859b-5f67-90afdd8bb1e0	1280	1280
3ff1637d-bf29-36b6-05ba-adc57c29cc68	1423	1423
64232052-0aca-fc98-49ac-533de0e615f9	287	287
5b093049-1a53-039c-35a6-1aa3467f903a	287	287
923e0bda-f64c-8f72-6964-815f3676c85d	287	287
8ed353bc-3708-0319-7e2e-147ecf099b94	1351	1351
15b02814-edd6-01c0-1a4c-bf0da1a3e236	1613	1613
709b721b-adef-0457-8ba4-0ff514502d5c	1639	1639
709f9721-7067-db28-baa7-39287d3ae203	562	562
388f5a91-c92c-6cb5-3d31-74bf9777e6fd	1351	1351
21f3a3ca-ae6d-7bb9-5ef3-15530d7ce451	1351	1351
ac88f065-3357-29b5-99fa-9a38bddc5766	1280	1280
8d017aa4-9bc0-0c2d-3df3-8b51d9ebbc57	287	287
2d762941-015d-55ea-51ad-053e2ac309d8	1280	1280
1055a6fc-4da2-5978-f469-893d4361cf57	1423	1423
9771058b-7d67-b130-0304-e90494766ab9	1280	1280
537bca1d-8671-5969-1bc1-281cf3fb8563	28901	28901
e0c66464-e514-b660-44eb-764e043712ea	1613	1613
170e0904-5e06-c255-4b1a-d448ec824301	1351	1351
e9d142e0-2a8c-01a8-386a-8eda22498cc6	1639	1639
63225c1e-5c30-68b2-986c-86f3d8625b7d	287	287
e8dc3ea9-ee3e-57dc-4c7d-93c3424a4646	1423	1423
e0957eab-7cf1-3cae-576e-5ed363d90bc3	1613	1613
1d95e180-2503-2b93-0306-4904203d1066	1280	1280
6e3a258e-d0a8-5b9e-61e2-f7aeeb098c7b	1423	1423
f0cab0ae-4ced-d2c3-0e6b-5d8c68d46ce7	1351	1351
3e6cd161-6465-3e6e-682d-58ae4affe560	562	562
e9f5203e-f3fc-ef89-f326-abb118341f28	1351	1351
ea8a7bfb-8ed6-08d2-ccb3-2ca474f2e298	1351	1351
136a6246-f9a6-4241-66a1-b2f33e4bc74c	562	562
11cf3131-04c5-b4ce-4c6c-eba89e02a09b	562	562
89cce81f-edb9-5519-6e22-7de3a200c21a	562	562
662a66d6-8239-1072-d4f7-11cdd10b755f	1423	1423
591d156c-07d2-ed34-ae1d-f1858cd560fb	28901	28901
c4f26a6d-71b9-6bf4-2795-fe7b78f52b9c	1639	1639
b2cf47bd-c527-227d-f86c-35336f3b9481	28901	28901
a5476dd2-3061-4685-e6e0-e0d699755e19	1639	1639
94cd8367-1ff2-9332-b9eb-829a129ed317	562	562
94031c9e-c91c-f92b-5503-9f8df63c7b00	562	562
38da8a16-d8cd-9d68-1b05-a03fe6c3677c	1423	1423
06791310-6109-dda2-b654-fdfd14c5e060	28901	28901
92f28a2b-9b36-eb4b-7e77-9820b2ae4e2c	287	287
1955b5e7-32f3-282e-d504-e29f2364af5c	287	287
53aba7ae-48b7-84fc-c555-af3b3fcc2d0f	562	562
8d851c3f-0bbb-7601-ec6b-0c50982eda75	562	562
84e8f9c2-a3a1-80bb-fe0d-f5d94d77d6e2	1613	1613
b71d2917-c898-85c8-aa45-ab6ffe48bbb0	28901	28901
6fe0d663-84f1-f836-8e08-7b07b27a1e1e	1613	1613
c8345ca0-3b0c-369a-e032-512ed2d995bd	287	287
7963a7d8-77ef-8f8b-1f93-396cdd57b968	1351	1351
16a80603-1ccb-1a88-4edd-05ba18755f2e	1423	1423
9c15898b-56c6-dfdf-f099-0c51d0f0db56	28901	28901
2b7e91c3-f1d5-0a0f-4ee3-48c52084de82	1639	1639
1dd579aa-d724-f315-6ad2-cb2959d76f66	562	562
3ea89013-34fc-b9a5-fcbf-6f9ee5fc085d	1280	1280
48eca52f-5113-2f04-e300-65dc402d1884	562	562
70ec9a67-67ee-5d94-4282-6217e2cec929	1639	1639
c0fcc259-2c5c-9847-bb0b-368e53491732	1613	1613
e222dbd4-1667-fb6d-3b1a-16a14154090d	28901	28901
9c03645d-2565-fefc-f285-77e115a534e1	1423	1423
cf37e3e5-fbad-926e-5245-6dca537113aa	1639	1639
2e7e6139-18ca-70dc-3208-4df4e169f8b2	28901	28901
73374c69-9256-40ad-1208-5d949f5a437b	1423	1423
bde4be10-778a-8cf4-05be-34ad9b2cb753	562	562
26be8f7d-3ed3-1c88-1824-14e980984e7c	28901	28901
7df61a16-6f9c-c31c-8f20-c3bbc7e01583	1351	1351
e4ee5e68-0104-1197-5ed7-72c9e74a400b	1613	1613
a35da170-bde2-5219-e1a5-39882b5acb52	1613	1613
f07ecab5-b798-3935-2a04-d9298366a446	562	562
9bbb9bf9-f614-f4dc-2c11-03189025313e	287	287
ac6cc6f5-1dea-992a-c6c3-ee113ebc3d2b	562	562
b64961ad-fd33-265c-2f57-a0c5866b0273	287	287
bf6759de-4ac2-6431-f059-51d834e10174	1351	1351
2a5c5ce6-fdc1-fcd7-2c72-e130f2b97953	28901	28901
204084c8-d39a-df24-d883-be9ac250934a	1613	1613
10efb657-9aef-78a3-8694-4ad90281799e	1639	1639
5e786a6b-26e0-bb74-e0d0-7ebb4c3a6ccf	1613	1613
788a9b68-7965-269c-637e-4938ee424517	287	287
b0a67fea-6a54-97f2-5e98-b1847bae7029	1423	1423
17c2fdfa-0109-5988-03d0-afc05028d9f2	1351	1351
ab5f2d61-d5a8-c6f3-e228-cfaceffba081	1351	1351
affcc150-41d4-2ca7-7e81-a8d444aeb241	28901	28901
708b273d-7df7-7aa5-ee95-ace9c8c5a76c	28901	28901
5a5ce21a-b5fa-ce09-13fc-f4a73ad7b86f	1613	1613
b3b25060-7bf7-60cb-ce0f-b9b04dd3b37b	1423	1423
8dce3fba-075c-0c02-3323-fe35bd58db1b	1280	1280
3eaad3de-3e9b-e807-695e-764b0274e7d0	28901	28901
b47d3e53-2efb-efba-c4f8-4af44f73181a	1423	1423
109c9311-f6d7-1795-bc65-8f1bb1b018ce	287	287
43c76e6c-9dcc-20bb-2593-cc6ace8a00c5	28901	28901
5e1864cd-4bae-4384-07c4-a338205b69b1	1613	1613
6daca892-aa73-61a5-e48f-16c502134c43	287	287
539b23da-7403-807e-e77b-7f8274a41c23	287	287
e9f209f9-1193-03d5-fa42-75c2201d9432	1280	1280
70b357ab-8c13-133d-6e17-4fbc12ea09a7	1423	1423
8cadd50a-02d6-0d5a-ab91-3895dcd21c21	1639	1639
c5372e43-f5df-0f5d-c8ae-3d5d6d86df56	28901	28901
623c069a-85a8-2702-d891-984dd9a0df21	562	562
b2fa6bf0-c0f9-465a-c460-a01d75efb76c	1280	1280
38fd2f46-f375-f581-164c-35d1b1d166bc	1639	1639
f0be5efa-9f82-f188-2fa6-5411b6c65ee5	1639	1639
2f52c65e-2acd-2e4b-0199-5f98b98f0e7b	562	562
337f4d9e-7854-2998-4322-ee453a63d9cc	562	562
057f313c-b152-3ef3-2eaa-5202489d1e7e	1351	1351
c59c24eb-fff6-be90-6e39-6752056a38ad	1280	1280
9a425129-8253-c5f2-7639-4a94b1b232af	562	562
901978c7-1f5c-3136-2bb5-68f308f1f037	562	562
d301b0d9-22bb-b544-eba6-2f0af0f2578f	287	287
6dd4a0a4-4306-9dd5-5e56-33c85a39739d	1423	1423
8b3d34eb-74cd-5bf2-1202-279e71b401e6	1351	1351
6e851af0-b632-152e-9227-2743b3e6893b	1613	1613
5b36ac97-57b4-71b9-6c48-c33075a52d0d	28901	28901
eb2a51dc-7449-898f-5ed8-c29966080bac	562	562
6687ba33-eb03-fd5c-5583-51d6302349a1	287	287
bdbb97e4-c619-75ad-75cc-d0e21fba4d4d	287	287
335f50bf-060e-b72c-0e27-a7741261f703	562	562
8bddc83b-7ffb-6790-f5ef-18711323f6a6	1280	1280
0e851487-d7e6-3dce-ddf2-fe55c64cc4b5	287	287
2d14b47c-ffd0-4906-3a5a-eb875a9ea2cf	1639	1639
c1e37b2a-7e70-09b3-4dc4-955e17f602a1	1423	1423
23fb7f09-19ac-ad8d-322f-104f1dca54e0	1280	1280
4692a213-7c84-0869-e6b4-b2965079beda	28901	28901
f66fef4d-d157-5ac0-bfea-9d80d456c1b0	287	287
8d46cb9d-aa68-ebed-acbf-d79d0b5f92f4	562	562
6c921322-2249-4aff-8e8d-32f6dcbb8fcd	287	287
74d0f88e-dc91-5910-e8b1-def4e5cee166	1423	1423
cec1a8f7-0dc4-af34-6560-b8bf4d8b664e	1423	1423
433ccf81-8b1f-3751-30ea-ac9c1f1d8e16	562	562
2e70e8fd-42fe-b58d-70e0-0f3e23d9d54e	562	562
7f416c41-eb76-3acc-beeb-84e1a1594c07	287	287
6b91b753-0158-6348-0a0a-72c0602f1da4	28901	28901
11c6d142-b5e7-1671-a79c-6b5dd45a6039	1280	1280
9cec2917-6bef-3352-61cb-34b91b98de4e	562	562
c0784eae-ca1c-4125-14cf-2f4552627276	562	562
7256fe13-d515-e31f-410e-d6e5eb1b5b79	1639	1639
a5201a22-cb2d-db79-ae1d-5fcbc7878ce1	1351	1351
f89e2a23-c658-8006-fac7-944f258956f7	287	287
4e6a7b37-b3bd-22e0-a7e4-154026ae8272	287	287
d54fa1c8-06b8-3cf0-c9b5-8bb82a3b8352	1613	1613
adc69ff2-7ef4-d7b9-50bb-90a7226e1c79	287	287
87479a65-4ce5-5411-6a62-8358bab50412	1280	1280
b56c8c7b-c595-a439-6755-ff6efa48c507	1351	1351
b004f82b-3de3-09c8-6f39-173928320e48	562	562
147d4259-691d-a1c2-4005-f04783dd9056	1613	1613
8ccb26b0-5765-50ce-2fd1-f2b22f0a3da0	287	287
efaa50ae-414a-950d-c471-caa8f1b5887d	287	287
d90a4fd5-c55f-b759-c09e-fc5761c4db58	1639	1639
4fa91c28-d96e-9b59-5e56-c56524aae5c8	287	287
3bde3d7d-f4db-87cd-95cf-32dc0407d032	287	287
ff7a8220-33ef-2f90-466f-608e0c117011	1639	1639
bca74369-227b-e1f1-6172-dadc8d3b04ef	28901	28901
eff643aa-e8d4-345a-26fc-a7e2278ef6d8	1639	1639
29d624f5-2466-f0e8-e8ac-4a680b7b9060	1351	1351
7ea23e3a-f7b5-9e1a-852f-06cd79d1bf47	1280	1280
7de7add7-b7f6-c048-b93d-54a88a9be560	1613	1613
6a7f06c7-2180-8df8-057a-22337d478047	287	287
b7defb09-ad0e-3e2a-c2dd-acd0556804a4	287	287
a46f9aa6-348f-a543-321f-e37ad2398c72	287	287
8f8bf79f-9eda-95d5-abee-76288daae492	1351	1351
3dde38de-26e0-f80e-bc86-305c292dff78	1280	1280
7f326658-0a83-b4a7-e15c-576dbc5712d1	287	287
e638f8ea-5263-a49d-c775-5f54499c42c7	287	287
4a443ad0-4a3d-5f10-668b-9e2110604b1a	287	287
8e5d57e6-f5bb-4e26-6f52-02958cfa5fcf	1613	1613
3d4e459f-1909-f34d-f494-f830b2977030	28901	28901
0b56f351-5ada-54c5-2b82-da9798cfe6d1	1423	1423
ad7e3609-acb8-51dc-117e-fc570ad0e18e	1351	1351
602377d7-5a03-0800-321b-22123eae81ca	1280	1280
56ff1c5c-8574-e821-8dd3-8d3ace9ce262	1423	1423
a93896f1-7002-3319-f644-651ba025358f	562	562
a16a1728-1df9-0908-ee2f-e6c55af09c6b	1423	1423
4e76e0b9-b176-d335-134c-d212f7057255	287	287
a2836968-df35-443a-ffb5-f75fe862107a	287	287
f273fd57-f299-5667-0160-800ef25bcce6	28901	28901
7b32ef85-d6ac-7b8d-c7a1-8f61bf3c4a45	287	287
9139acec-704d-8ea1-d890-dcf759b386f0	562	562
657c28c7-32fa-9e30-5879-047b3bf38d3b	1351	1351
71e98355-fb08-b602-5719-7aeacf719f34	1351	1351
3f9611a4-46bc-e32c-b8c4-4c89122b9408	28901	28901
78c19b88-e8e7-7f15-003f-b330a38069db	1423	1423
d176deb9-0188-47a5-036a-d246de9ec7a8	28901	28901
75b1dac4-c737-7049-e0dd-b01abea9f273	1423	1423
c61bd4ce-eba7-d92d-a357-4b26301a0aaf	1423	1423
3b7e6471-472d-86fb-da31-f095bdb78f75	287	287
a7f0c145-7faa-bbd9-1e21-d2f6bbc83e7f	28901	28901
68f28e8b-4d62-079d-efab-b2944f0846de	28901	28901
d0a0d915-2ba3-b55e-6461-9d2bc65c7707	1423	1423
018cdecd-3d3d-3cce-82cb-5f18b1cb1f89	287	287
fd82b9bd-ade0-d5ff-9643-1aed37e7d8a8	28901	28901
ad1922c1-e073-722e-0089-aa3d6bcc45fe	287	287
5fb73c46-63ba-fcdd-c89c-e5be9b44ea6d	287	287
ab3c0b65-8f96-3573-1377-3ea3910f9865	562	562
47a11be0-de33-8582-8b93-e36ab31e31c1	1639	1639
ba0a9c83-738a-6739-13a4-69b9a3a0f7f1	287	287
86abde11-a6e8-0960-4344-e90c72f9ea3c	1351	1351
adcda5a0-e678-67fb-122f-98b83296bc78	562	562
f2cd4d90-66ec-40e4-ca02-16fca2e1202a	1351	1351
5862e470-6ad3-0f79-550e-e9b2bae2417e	1351	1351
942fc567-18e4-da81-fc2c-c6e71b1482f2	1423	1423
7ddbc553-bcd2-70e5-b74f-a5d52bf1e2c4	1613	1613
5bcf0c2f-f6a9-eb2c-36fb-90dda74f035f	287	287
61b025f2-598a-4cf5-f722-d3b9803eecdd	1423	1423
534be635-c525-1ff1-ca2c-37208a609540	28901	28901
33d3e699-ee87-6721-72cf-6fba11453bae	28901	28901
295b19be-5b63-842e-7ec4-53ce349822ac	1280	1280
df839c29-fe9b-48d8-66c3-a1b68d52eab9	287	287
61436a08-c80f-7dc8-2960-9db2f32ef9e8	1613	1613
fb435806-3d86-0b10-0fe8-df64160d9742	287	287
709b4495-be38-4029-c639-416b9b75504b	1280	1280
d4e21d77-9013-a4e9-0487-5105a9cb9a06	287	287
b05b9f46-64b1-5026-a80c-b606bfc16b7b	1423	1423
22c7d3bf-33a8-1051-fa05-8f59a0ed3b6f	562	562
3ca8fe37-09c9-604b-4fba-9c5c984b586e	1613	1613
22381663-4929-12da-bfaa-36b025e0ca89	1423	1423
770cbb45-0056-27e4-e8d5-bdceef538152	1423	1423
6eb79aa2-283c-9d82-b919-72bad6638243	287	287
6b5793d7-8bdb-68de-95c9-8c40ba6508cd	28901	28901
f1572f83-de28-182e-ce37-a1ed9eeb5fa8	1280	1280
f9391269-681d-fe6a-fb32-f7e40573612d	28901	28901
85b03f35-38e1-f66e-73d0-2cffa1872587	28901	28901
48790e61-88d3-82e0-5de3-5f6d13a5029e	1351	1351
dadbd02f-623b-50d3-1f8a-bfaa49fe4c47	1351	1351
8d5298c0-fc49-2bdc-408f-bfea5abb3ed5	1351	1351
f3ceeb58-ca0d-73ae-4e9d-357925ce5841	1351	1351
408a8ae4-1f46-f236-a1d8-d78d0c904559	28901	28901
33f0cec5-2de7-945b-e9d0-ed65be958856	1351	1351
4a4aa597-33b2-240b-45ca-0219b2bafc99	562	562
66ad9cca-fa41-81b0-8d2a-458da304dbe3	28901	28901
d36dd260-bd18-855e-2b16-1241d7a1fb7e	287	287
da010611-d026-cf0a-5f31-68a2cf182de3	1639	1639
e0c40c10-dc8a-aea3-96d9-d97ce3e7b9cd	562	562
aa6b1cff-2ff2-ebcc-1b7c-748e2a6c1fd7	287	287
c25b8f3d-44ac-8906-1fb0-68d735bef6c8	1351	1351
d7261290-c65a-d8b9-0960-dd770ed3ac05	1639	1639
b1f18d11-372e-ae16-4aea-b725ecf035b4	1423	1423
50a7d661-f4d7-a92f-53bc-893d0af394bd	1613	1613
160d78cb-6376-3cbd-8019-4a0281936e6b	562	562
024588e8-e6a3-c8eb-1dd2-e0e11ec12546	562	562
f0f4a4ba-c70e-2ad9-befc-93ff8b5ee911	287	287
c9011773-03a0-35b4-8413-10d8b9308344	287	287
f076e2fe-5922-6dc7-3bfe-6e54f7fc01be	562	562
d868fa0d-b050-0ff0-c533-7345f3ca6207	287	287
c76cfc1c-6917-0a5f-55a1-96b8a42c1cd0	1423	1423
c8dfdf87-4c12-4166-ea1c-3daf3b0d6e1c	1423	1423
64087cba-b4f3-ad64-1974-70c8d0e98d86	28901	28901
9fbcf438-b93c-33ea-bafb-67b8dec2e15c	287	287
0a6aa056-dc7a-7f0e-3deb-28fc2d6bdc33	1351	1351
68d4778f-f77b-6bde-fa1f-ead4215c91ba	562	562
8b664819-e89b-8ed5-eb73-26a4af1ed8f2	28901	28901
a6db05a2-1d61-0b71-e642-bb64b9c41000	1351	1351
742ae569-f8ff-5924-04f2-bf07f605ddca	287	287
58c5a2c6-889b-09d9-08c8-e5fb00348e83	28901	28901
e57e3bea-5581-89bf-c893-47abab102259	287	287
2ae61f7e-f512-f22b-e52f-94d387925868	287	287
a5071166-ae1f-5f63-9830-22662f7ab94b	287	287
3c1c3377-e880-6a39-cc02-86661f7c18ff	287	287
c54d7970-b6d7-4ca1-8230-e2023e0af736	1639	1639
9e08dd72-b602-a770-9e01-4fc0346e722f	1639	1639
40d0d081-d9b5-c29d-eaad-bcdcb8fd8ddc	1639	1639
4c170618-19ce-dc18-ff59-e6ba16797dfe	562	562
bf33d4d3-9b4d-8cb7-a64b-4534bff2af5d	287	287
b2a5f64b-f387-f6f3-7f54-896e0d58becf	287	287
68548b62-f569-40e3-74c7-d5fd037d36a6	1280	1280
6d0d7cce-efbc-2e36-cffe-f88e91e86817	562	562
930a3e25-b593-6ada-ddff-92f3b60c9998	1423	1423
e381f324-e1dc-3cde-6cbf-7c4d09a7d542	1613	1613
7788a313-8aab-f871-9855-285c08dbd503	1423	1423
b303b5e2-da0b-53ae-1798-bdfe4d22d6d6	28901	28901
c3f0e679-2f10-81a2-63a2-f7966af37973	1351	1351
0fd6e2a9-e0b2-686c-7e1e-4cbc0e4e1523	287	287
f923aa65-510f-928f-e89f-b87eeb1ff4e2	1423	1423
ff477c7f-b423-b998-91dd-d27a4009a255	1423	1423
59304dcd-1831-98c0-4eb7-1769a57bfda8	562	562
d7d5ef13-c8ae-11cd-5838-9a43707175d6	287	287
5d7f9a2a-ad32-f2ed-dca7-a6d257376da3	1280	1280
4ce4e606-8e3e-85bd-17b0-447cec240272	1423	1423
3da26215-c52c-4b81-fb43-a7c206236be8	28901	28901
1def76ba-34c4-229c-01f9-ebcf42807045	562	562
1f61cadc-7e39-629c-9904-0af2697c9dc3	287	287
519980e4-eff0-187b-6c15-b3ba024a8ccd	287	287
f699f4b3-e147-0413-dfde-0280d5b38e2b	562	562
98679d36-71cd-9c6a-0c9c-8dc4d9653369	28901	28901
a169d8a7-3cb8-e631-82b0-d60784f8bd5c	562	562
38394601-1c82-b359-1e8e-78e694b6d4e6	287	287
6951ee46-0b1c-cb2c-2d63-665915abee7e	1423	1423
f1a55ce3-0b8b-ca96-59fe-46794d1f198c	1351	1351
3e6769ce-2b3e-ab93-3c8d-1f0ec3479a6b	287	287
d8eb53b2-9e7d-baea-f2aa-3e120bddbf91	287	287
9a2db922-6688-5df9-4833-efc52f0314c6	1351	1351
f6e3893e-4edf-8381-e972-82b68b0ec76b	287	287
b00f37dd-d23a-2fcd-6b22-7ad261dcdbd4	28901	28901
ca4c9c49-7c81-28c4-0edb-2f17e65bef12	1280	1280
9bf41b67-d51e-8cf8-41d2-b37fd891589d	1423	1423
abfa02c5-5164-10c8-d3ad-b6947e16b15a	1639	1639
1d977b1b-1b1e-49c6-4de6-1646bc4ae36a	28901	28901
d12b619d-bdea-4c7f-f6e8-8527f0e97e28	287	287
5a51d090-8b02-893d-33f3-c2e8a24a069f	1613	1613
d9240ec8-2b47-5e5a-057c-06838497f8bf	1280	1280
d2a4b8a5-ff93-ee92-f061-74f699e91aaa	1351	1351
e3f96450-725c-69b7-d033-423b265b91a1	562	562
5dd51278-052c-c58a-e160-acac66b1e94b	562	562
0d652514-b2be-ee9e-05e5-8a0b430b6ae3	1351	1351
9289be4d-070e-219f-afa8-6cbc7bd00ce7	1639	1639
02acc0b8-fc1e-9fed-121a-9d03932d5590	1423	1423
d6ef011f-2336-9195-7ebd-1014cb9a23d5	562	562
daf5219c-1d8f-3c8e-8846-f1d2f23d8548	287	287
4032a016-139a-e284-168c-c61beb76f601	1423	1423
9f38d78d-b13a-acb2-ff17-eb13c75114e1	1613	1613
cde0189c-bdec-93f8-31d4-26ad8e800eeb	1280	1280
a555e395-2950-d8e1-32d4-2bcd71388312	562	562
f19e7c4f-5c3e-bef5-9d89-ac1d0e942da2	1351	1351
447bbcfd-b0d5-07d2-cf44-9c6038f3c43f	1613	1613
4f4e189b-51e0-1976-540f-4285f07d27ac	1613	1613
499fc3e9-2e77-4fa5-4e1f-4b9552cf691c	28901	28901
5ded46d9-8d44-096b-b967-fe88a9011754	287	287
fe275040-f9ce-81fd-73c2-b28909d67a54	287	287
e094b018-8ff7-f837-905a-7b293fb9c03e	1280	1280
803c12dd-2b20-fc6a-eaba-1f22d4448080	287	287
ca4a284f-e69f-94db-0cda-55924439d3d4	28901	28901
508fa3ec-1c19-7c0f-4513-026b7d2334af	1423	1423
9371473d-8889-fbff-3781-d93a49e0fe73	287	287
2cbc1f30-deaa-a3d9-bd6b-efbd9933846f	1423	1423
bf4348cb-4a60-8d80-6e3f-ab2686fdd2a0	1613	1613
5d08712d-908b-75ca-ebd0-a792071fe496	1280	1280
28bde7f8-ad87-2212-2bcd-41c6990641cf	1423	1423
7db74d0b-2614-5f53-c102-0187805d1589	1280	1280
3c7bedd7-c6a2-a4c9-4587-ce2e99f1c863	1639	1639
cdf4a425-5ca9-a9ac-2211-68f285b58112	287	287
b79544af-a04b-3d5e-964a-f468ae915bfe	287	287
876ab830-32b7-7f90-c79c-6faae8a8bcc8	562	562
a2c5f184-d893-b884-e7ae-cd3ec3b26a69	28901	28901
1b62d28b-ea73-aae0-e14d-7b1fdae682a2	562	562
6fae1a11-d60b-0907-6726-51ba60e4d214	1639	1639
255d31e3-b9ed-245a-997f-1e6c4d25f2e8	287	287
