Number of false negative reads: 1999.

id	correct_species_taxid	kreken_species_taxid
8e85842e-3660-41fa-bd35-b4ed36124169	1423	*
20a6860f-b1c7-196d-6e1c-23a1940a2964	1639	*
7955ce4b-9d8e-200a-9a36-33fbb59f8ac8	287	*
1e64ef6c-a19e-65fd-bc98-7a39191249ff	1639	*
d374cb3b-4e99-b5c5-4b18-a6d8e54bac73	287	*
de753bf0-3a25-9068-5e88-053d1d64918a	28901	*
0f6fafa7-42b7-f619-90eb-c1990ad1ebe3	28901	*
2e3acdd8-d714-89dc-409d-3e892c6007fe	1613	*
adc8d04e-403e-66e7-582f-3ecbb8df21f3	287	*
7c0efd95-5935-b572-7ab8-2243ea4811b1	1423	*
a367c73d-1a3b-3a8e-4e13-d59de033cad2	1280	*
a3900b90-f76f-9dce-7b42-0e16235ad033	562	*
01d52860-997c-46cd-aa28-82094247fb77	287	*
12878e32-3de9-268e-0605-1ee27a79b62b	28901	*
a13b677c-6b90-28a3-96ac-65aaae2e148c	28901	*
c8346548-1305-d460-1155-aaa807876410	562	*
fefe43d6-fae5-9815-2178-4ee08121fd38	1351	*
1cf805e5-74da-f51d-bbba-7ddfbdb5a266	287	*
18263cfd-a987-c770-fe73-063ab89a2fd4	1280	*
98919145-b94a-48c4-3b61-a10f8ab69524	287	*
10659ddd-fccc-dd3c-99c2-fb5d454b7e9e	28901	*
14d4abfc-6be5-85c4-4586-a24ca1e7ec3e	287	*
62633ed7-e7e7-a6cd-b902-574719273498	1351	*
81c93757-fb90-baf6-55b6-8b551e4ec53d	28901	*
04569043-5f82-f2ab-1706-3f639eda8038	287	*
e7f5b4e3-81c4-32a1-2dac-1d01db1062b8	1423	*
52d4ba29-16be-43fc-b00e-10e8bf585cd1	287	*
c5fc5765-eab9-0f0f-a2ca-01ab0b8da9c2	287	*
66598c1e-82bc-bf38-0faa-15791995d99c	1351	*
7eb9c52c-5b57-9c59-d643-63f10533fb8b	1280	*
f7f59e9a-bf02-b39e-234a-4cf466cfbba8	1280	*
b3d40d8c-bbf7-2fcd-a839-c49354f34392	1351	*
01411ad3-f733-4412-0a92-a7bbd15283d5	287	*
d65558a3-4231-f2cc-67ee-39b4cee6c137	1423	*
91635b34-e573-d6a8-1dd0-07418a36cdf7	1280	*
56393549-1eb8-3d66-c327-f7a6a1c98565	562	*
c807609d-1822-a7df-7095-01d78ebdd98c	28901	*
88bd5efc-c777-e429-4f60-2df791d59f0a	1423	*
fbe36b83-7acb-7c77-6ebf-ea173e95c3b1	562	*
ed9d0260-022f-38b9-cb49-ff9f0e354a17	1613	*
adfb8ea3-1096-b298-019f-f5cb9f45d791	287	*
64052d5e-2245-e629-013a-ba2b994d408a	28901	*
b6d8199c-e31b-8d0d-d59c-226063a89b64	1280	*
208369e0-9c2e-158e-a7a0-e9db83aa812b	1613	*
af87385a-e806-fedd-57aa-ae54e59c7b18	562	*
367d884d-0b57-5977-3ed0-741257f04814	287	*
61b331ff-60ae-ae87-07d3-2b2aa557de5b	1280	*
86bb985c-ad20-d20a-df0a-b8e655a23c59	562	*
0dd177d5-8827-7ce5-3c21-9a4da87482fc	562	*
b69ca919-929f-db04-049b-1e309f5a0f5e	1639	*
10c8a4ad-d878-fbb9-bb5c-878ea0fa3006	562	*
e47b17b2-1888-2ad5-ea74-8dd751168483	562	*
34b0c6e5-911e-1972-4ab5-06076cefa9ac	562	*
18c9072c-6ec9-c594-3897-6a7d02683389	562	*
c0d8e9fc-b609-488b-7bc7-7e0fa07335c9	28901	*
af742f60-7eae-4d97-b197-e2bbabe03b55	28901	*
b8379608-79ef-357c-760d-e170fd979a21	1613	*
e23b608d-12f9-3de1-f3d6-e57371a46122	1423	*
5138cc68-b745-d282-d0af-62107b1d4d44	28901	*
1e96b747-de41-dd64-c2d1-f7d2d3da8588	1423	*
5cdcefc2-7654-ece6-d7f5-bd350d955621	287	*
7f2f48c4-e935-6b47-d588-80ff335344e5	287	*
0e28fa7b-39f4-2d32-ae9f-d386b1dd7712	28901	*
d19baa73-4071-b09a-133b-71038d22e7f6	1613	*
e2783294-cc4d-b314-c81f-b847e47ee2fb	1613	*
421c3eca-6c19-b32b-0ab4-b7d2824c67af	562	*
5f6cd779-1122-09cd-638a-2ed86369e1f1	28901	*
e21d8df3-514c-1f93-0e16-cf9537e87ba2	287	*
0501083d-0a90-9d92-7384-616a30b81faa	562	*
c62ed360-e767-e1cf-e50c-3e0ac93405c7	1613	*
0d438541-2a10-f254-a363-b071c7c0c595	28901	*
9b09e8d1-c166-9002-c255-b07ff9d75fc9	1423	*
caef7701-feb6-43a0-e7cc-176e100a9ba5	1280	*
a48acc0f-bb8d-078b-12eb-f0ae480821bb	1351	*
a38d540f-4d5b-0e7b-693e-a501f8f4d351	562	*
2cb3ce61-8f45-ec55-c515-6b5076161518	1280	*
ca13881f-1931-4e40-159b-47678bc5d021	287	*
26017e1f-5a8c-3d8c-c946-43e022f365fb	287	*
43bbdc91-6378-d956-7cdc-3e6b44e93e88	1423	*
6fc636d9-a344-3bd7-d6c2-e57397e68b82	28901	*
85157a26-3382-16e8-5e00-02b18adeffc6	1423	*
c4b30707-fb2b-ef00-3942-27aa37915fd5	1613	*
20bd7a74-9fec-b540-766f-823a0cee0298	28901	*
b26984ef-74a9-981e-f625-c8a6726124a2	28901	*
7d19963c-4da1-6557-3781-4f702ca25c59	1613	*
f293920a-8dc3-02ce-ab62-c554e4d5dd09	562	*
9910620e-b9cb-9a96-93f1-eb01d2888ce0	562	*
97de13ef-9f2c-ce56-5049-988cb9ba4e20	1351	*
ab10cd4d-6d37-cca3-b15a-35e442703f08	562	*
794d769a-6f0e-d776-2eaf-302f81583a51	1423	*
0e11a93f-552b-3da2-4b12-61b8f4998cce	1613	*
ccc4f1a5-ec68-259e-be28-cfc0744b5f8e	1423	*
2c869f5a-7c24-d22b-5201-bf7ca9a73f27	28901	*
2fcc52ab-4882-b990-e8ff-cb62b7bc7aee	287	*
469579e2-dfde-8c5d-33ca-7fd20490358d	1639	*
c430770d-e781-e65b-accb-22b6c4a33763	562	*
36cb854a-fb06-9bee-9824-6b3fd42348f9	1423	*
8bbae0af-8db6-ef19-6046-a707c7b63895	28901	*
e6232bb2-8f03-32ea-5dc4-400cbf7b33c8	28901	*
37cffe8d-d266-1c0c-c4a1-970c5b9b5811	1639	*
